#
#  metacyc 14.6 Genes link table generated on Mon Dec 6, 2010
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
3418	P48735	IDH2	
G-9958	P11653	mutB	
G-9959		gltA	
G-9960	Q05755	gltB	
G-9961	Q05756	gltD	
G-9964		gltA	
G-9965		gltB	
G-9968	P14611	phbA	
G-9969	P23238	phbB	
G-9970	P23608	phbC	
G-9971		pykF	
G-9972	Q9X671	srlD	
G-9973	Q8DVV3	gapC	
G-9974	Q59934	pfl	
G-9975	Q59931	gapN	
G-9976	P26283	ldh	
G-9977	P72480	adhE	
G-9978	Q02418	mtlD	
G-9979	Q8DTS9	eno	
G-9980	A3CK37	SSA_0078	
G-9982	A3CQ16	nagA	
G-9983	A3CLX4	nagB	
G-9991	Q07064	fhs	
G-9995	P26970	grdA	
G-9996		grdC	
G-9997	P55793	grdB	
G-9999	Q12680	GLT1	
G1F72	P16127	CH42	
G2OL-31	Q1XBU5	MTS1	
G4FS-10		TPS02	
GGPS1-C	P80042	GGPPS	
GM-DAPA		DapA	
HS00012	Q16394	EXT1	
HS00082	O14792	HS3ST1	
HS00286	P22304	IDS	
HS00333	O43909	EXTL3	
HS00371	Q9H1B5	XYLT2	
HS00459	Q9UBV7	B4GALT7	
HS00629	P07686	HEXB	
HS00926	Q12891	HYAL2	
HS01001	P52848	NDST1	
HS01167	P24752	ACAT1	
HS01328	Q05469	LIPE	
HS01447	P55809	OXCT1	
HS01565	P08253	MMP2	
HS01688	P14410	SI	
HS02509	Q86Y38	XYLT1	
HS02883	Q2M3T9	HYAL4	
HS02884	P38567	SPAM1	
HS02896	P20839	IMPDH1	
HS03200	P09972	ALDOC	
HS03265	P53634	CTSC	
HS03272	Q9P2W7	B3GAT1	
HS03286	P50416	CPT1A	
HS03441	P60174	TPI1	
HS03472	Q9UL01	DSE	
HS03488	Q9Y2C2	UST	
HS03557	Q9NPZ5	B3GAT2	
HS03634	Q01581	HMGCS1	
HS03665	P15848	ARSB	
HS03763	Q12794	HYAL1	
HS03892	P24593	IGFBP5	
HS04116	P35914	HMGCL	
HS04290	Q13219	PAPPA	
HS04399	Q9BWD1	ACAT2	
HS04557	Q9Y278	HS3ST2	
HS04610	Q7LGC8	CHST3	
HS04884	Q9Y662	HS3ST3B1	
HS05000	P00742	F10	
HS05096	P35475	IDUA	
HS05836	P54868	HMGCS2	
HS05938	Q969G6	RFK	
HS06016	Q14674	ESPL1	
HS06046	P15586	GNS	
HS06130	Q9NRB3	CHST12	
HS06203	O60243	HS6ST1	
HS06234	P05062	ALDOB	
HS06410	O14672	ADAM10	
HS06437	P50053	KHK	
HS06527	Q9H3R1	NDST4	
HS06726	P06865	HEXA	
HS06790	P34059	GALNS	
HS06869	P22692	IGFBP4	
HS07125	Q96C23	GALM	
HS07394	Q9NS84	CHST7	
HS07428	Q8TDX6	CSGALNACT1	
HS07624	O94766	B3GAT3	
HS07647	P04075	ALDOA	
HS07726	Q93063	EXT2	
HS07933	Q9NUJ9	HS2ST1	
HS07937	Q9Y663	HS3ST3A1	
HS08049	P53985	SLC16A1	
HS08097	P55263	ADK	
HS08195	P50281	MMP14	
HS08259	Q92935	EXTL1	
HS08270	P47989	XDH	
HS08338	O75173	ADAMTS4	
HS08510	P56817	BACE1	
HS08520	Q8NFF5	FLAD1	
HS08579	Q02338	BDH1	
HS08719	Q9UBQ6	EXTL2	
HS08987	Q9BUT1	BDH2	
HS09011	O95803	NDST3	
HS09131	O60216	RAD21	
HS09410	P52849	NDST2	
HS09883	Q8NCH0	CHST14	
HS10013	Q8N6G5	CSGALNACT2	
HS10284	Q9NPF2	CHST11	
HS10616	Q9Y251	HPSE	
HS10991	Q96L58	B3GALT6	
HS11242	P12268	IMPDH2	
HS11524	Q8NET6	CHST13	
HS11694	Q7LFX5	CHST15	
IMPDH		IMPDH	
JGI-753205		IAMT1	
LAT1		LAT1	
me1		me1	
PLZOG1	Q9ZSK5	ZOG1	
REUT_A1585	Q471I2	tcpA	
REUT_A1587	Q471I0	tcpC	
REUT_A1589	Q471H8	tcpD	
RV0129C	P0A4V4	fbpC	
RV1228		lpqX	
RV1886C	P0C5B9	fbpB	
RV3800C	O53579	pks13	
RV3804C	P0A4V2	fbpA	
SAX1		SAX1	
SCO5082		SCO5082	
SG		SG	
SGN-U313326	O65004	LeFPS1	
SMT		SMT	
STM3477	P25924	cysG	
SYNPCC7942_1088	P55020	petE	
SYNPCC7942_1593	Q54764	SYNPCC7942_1593	
SYNPCC7942_1594	Q54765	SYNPCC7942_1594	
VDE1	Q40251	VDE1	
VS1	Q39978	VS1	
XSC	Q84H44	xsc	
YBR036C		CSG2	
YBR153W	P33312	RIB7	
YBR256C	P38145	RIB5	
YHL003C		LAG1	
YHR074W		QNS1	
YJL134W		LCB3	
YKL004W		AUR1	
YKL008C		LAC1	
YML008C	P25087	ERG6	
YMR015C	P54781	ERG5	
YPL057C		SUR1	
RV0635	P96926	hadA	
RV0636	P96927	hadB	
RV0637	P96928	hadC	
RV2509	O01672	Rv2509	
EG10634	P0AF24	nagD	
EG10995	P0AGG2	tesB	
EG11085	P60390	mraW	
EG11202	P0ADP0	yigB	
EG11289	P25889	yeiA	
EG11692	P31441	ade	
EG11850	P0A8Y3	yihX	
EG11905	P32669	fsaB	
EG12172	P0ACE7	hinT	
EG12318	P36649	cueO	
EG12633	Q93K97	nudF	
G6261	P77454	ybaS	
G6437	P75804	yliI	
G6442	P75809	ybjI	
G6539	P75913	ghrA	
G6556	P40874	solA	
G6717	P76084	paaI	
G6731	P41407	azoR	
G6810	P0A6W0	yneH	
G7123	P76407	yegS	
G7145	P76440	yeiT	
G7158	P76469	yfaU	
G7160	P77215	yfaW	
G7164	P52006	nudI	
G7408	P77475	yqaB	
G7490	P66899	ygeX	
G7599	P42592	ygjK	
G7740	P45799	nudE	
G7868	P39315	ytfG	
RV0161	O07406	Rv0161	
RV0470C		pcaA	
RV0533C		fabH	
RV0642C		mmaA4	
RV0643C	P72027	mmaA3	
RV1141C		echA11	
RV1142C		echA10	
RV1483		fabG1	
RV1484		inhA	
RV2006		otsB1	
RV2243		fabD	
RV2245		kasA	
RV2246		kasB	
RV2524C	P95029	fas	
RV3280	P96885	accD5	
RV3400		Rv3400	
RV3799C	O53578	accD4	
RV3801C	O53580	fadD32	
EG10222	P0ABP8	deoD	
EG11865	P32156	rhaM	
G-2902	P12691	alkB	
G-2904	P00272	alkG	
G-2906		nror	
G-3101	Q9FA41	fhcB	
G-3103	Q49118	fhcD	
G7855	P39300	ulaG	
EG10016	P23522	garL	
EG10024	P0AFG8	aceE	
EG10025	P06959	aceF	
EG10027	P0A6A3	ackA	
EG10035	P25553	aldA	
EG10052	P08202	araA	
EG10053		araB	
EG10055	P08203	araD	
EG10085	P24240	ascB	
EG10086		ascF	
EG10114	P11988	bglB	
EG10115		bglF	
EG10140		chbB	
EG10141		chbC	
EG10142		chbA	
EG10144	P17411	chbF	
EG10161	P24174	cpsB	
EG10165		crr	
EG10256	P0A955	eda	
EG10282	P0AB71	fbaA	
EG10336		fruA	
EG10348	P0AB87	fucA	
EG10349	P69922	fucI	
EG10350	P11553	fucK	
EG10351	P0A9S1	fucO	
EG10355	P0AEN8	fucU	
EG10362	P09147	galE	
EG10363	P0A6T3	galK	
EG10366	P09148	galT	
EG10369	P15877	gcd	
EG10380	P0AC86	glgP	
EG10381	P15067	glgX	
EG10411	P00350	gnd	
EG10524	P07464	lacA	
EG10527	P00722	lacZ	
EG10543	P0A9P0	lpd	
EG10560	P00490	malP	
EG10561	P15977	malQ	
EG10562		malT	
EG10563		malX	
EG10564	P23256	malY	
EG10565	P21517	malZ	
EG10566	P00946	manA	
EG10567		manX	
EG10568		manY	
EG10569		manZ	
EG10576	P61889	mdh	
EG10577	P06720	melA	
EG10615		mtlA	
EG10616	P09424	mtlD	
EG10699	P0A796	pfkA	
EG10700	P06999	pfkB	
EG10754	P07003	poxB	
EG10787		ptsG	
EG10788		ptsH	
EG10789		ptsI	
EG10817	P04982	rbsD	
EG10818	P0A9J6	rbsK	
EG10969		srlE	
EG10970		srlB	
EG10971	P05707	srlD	
EG11055	P05804	uidA	
EG11065	P0A6L7	uxaB	
EG11066	P24215	uxuA	
EG11074	P00944	xylA	
EG11075	P09099	xylB	
EG11101	P23872	aes	
EG11175	P23524	garK	
EG11176	P0ABQ2	garR	
EG11221	P0AC53	zwf	
EG11288	P23917	mak	
EG11316	P25718	malS	
EG11319	P0AEP3	galU	
EG11387	P26612	amyA	
EG11402	P28904	treC	
EG11427	P27302	tktA	
EG11443	P0A7Z0	rpiA	
EG11448	P27550	acs	
EG11648	P30863	dkgB	
EG11698	P0A9C3	galM	
EG11708	P31450	glvG	
EG11791		cmtB	
EG11792		cmtA	
EG11827	P37351	rpiB	
EG11864		frvA	
EG11866	P32169	rhaD	
EG11867	P32170	rhaA	
EG11868	P32171	rhaB	
EG11909		frwB	
EG11956	P32718	alsK	
EG11957	P32719	alsE	
EG12013	P33363	bglX	
EG12100	P33570	tktB	
EG12144	P36938	pgm	
EG12152	P39208	idnK	
EG12245	P62601	treF	
EG12253	P37647	kdgK	
EG12272	P37666	ghrB	
EG12279	P37672	yiaK	
EG12284	P37677	lyxK	
EG12287	P37680	sgbE	
EG12292	P37685	aldB	
EG12296	P37689	gpmM	
EG12316	P36683	acnB	
EG12399	P37349	dhaM	
EG12414		gatA	
EG12415		gatB	
EG12416		gatC	
EG12417	P0A9S3	gatD	
EG12419	P0C8J6	gatY	
EG12522	P39829	garD	
EG12734	P42604	uxaA	
EG12768	P0AB74	kbaY	
EG12957	P0A6V8	glk	
EG13235		mngA	
EG13236	P54746	mngB	
EG20049	Q6BF16	dgoA	
EG20051	P31459	dgoK	
EG20080	P37330	glcB	
EG20173	P0A9M8	pta	
EG20248	P39160	uxuB	
G-2141	P00183	camC	
G-2142		camD	
G-2224	Q9F7D8	chnD	
G-2561	P16640	camA	
G-2562	P00259	camB	
G-266	P94680	tsaB	
G-267	P94679	tsaM	
G-2741		camP	
G-2881	Q59516	hprA	
G-2882	P71503	mclA	
G-2883	Q49136	ppcA	
G-2901		rubB	
G-2921	P22869	mmoX	
G-2922	P18798	mmoY	
G-2923	P11987	mmoZ	
G-2924	P22868	mmoC	
G-2925	P18797	mmoB	
G-2926	P22867	orfY	
G-2927		mmoX	
G-2928	P27354	mmoY	
G-2929	P27355	mmoZ	
G-2930	Q53563	mmoC	
G-2931	P27356	mmoB	
G-2932	Q53562	orfY	
G-2941	Q49103	pmoA1	
G-2942	Q49103	pmoA2	
G-2943	Q49104	pmoB1	
G-2944	Q49104	pmoB2	
G-2945	P97047	pmoC1	
G-2946	P97047	pmoC2	
G-2947	P97047	pmoC3	
G-3082	O85012	mtdB	
G-3102	O69449	fhcC	
G-3104	Q9FA42	fhcA	
G-3105		mtdB	
G-3185		rmpA	
G-3221		gndA	
G-3261	Q8KTI7	fdh1A	
G-3262	Q8KTI8	fdh1B	
G-3267		glyA	
G-3321	P34895	glyA	
G-3341	P36234	hprA	
G-3461		FAU1	
G-3661		gdh	
G-3682		gdhIV	
G-3742	O93715	gdh	
G-3761	O54288	SSO224174	
G-3762		SSO3198	
G-3763		gdh	
G-3764		gad	
G-3766		gapN	
G-3783	Q977U7	gdh	
G-3786		pgm	
G-3787		pgm	
G-3788	Q9WXS1	TM0066	
G-3921		nbzAa	
G-3922	Q8RTL5	nbzAb	
G-3923	Q8RTL4	nbzAc	
G-3924	Q8RTL3	nbzAd	
G-4001		gcdH	
G-4041		nylC	
G-4043		nylA	
G-4044		nylB	
G-4323	O05152	treX	
G-4381	P71447	pgmB	
G-4403	Q9CID5	trePP	
G-4421		AB079610	
G-4462	O75003	TSase	
G-4463	Q9UV63	PsTP	
G-4464	P39795	treA	
G-4481	P54495	glcK	
G-4482	P17709	GLK1	
G-4501		otsA	
G-4502		otsB	
G-4521	Q44315	treY	
G-4522	Q44316	treZ	
G-4523		treS	
G-4561	Q76LT2	ppgK	
G-4562	Q59568	ppgK	
G-4581	Q8DVE8	glk	
G-4582	P05149	mro	
G-4641	P12709	PGI1	
G-4642	Q68VA2	pgcA	
G-4661	P21955	galM	
G-4662	P21977	galE	
G-4681		treS	
G-6101		none	
G-6541	Q92QU6	glyA1	
G-6663	Q7DAV2	als	
G-6681		aldB	
G-6713	Q48436	budC	
G-6731	Q8NMA4	butA	
G-6763		budC	
G-7582		fucI	
G-7583		rpe	
G495	Q46829	bglA	
G58	P77791	maa	
G6094	P52095	ldcC	
G6196	P77541	prpB	
G6198	P31660	prpC	
G6199	P77243	prpD	
G6278	P77161	glxR	
G6283	P77364	glxK	
G6626	P76014	dhaL	
G6627	P76015	dhaK	
G6708	P77455	paaZ	
G6715	P77467	paaG	
G6716	P76083	paaH	
G6718	P0C7L2	paaJ	
G6811	P76149	sad	
G6986	P76251	dmlA	
G7128	P0C8J8	gatZ	
G7264		murP	
G7334	P0ABW0	hcaC	
G7335	P77646	hcaB	
G7336	P77650	hcaD	
G7445	P0AES2	gudD	
G7565	Q46857	dkgA	
G7579	P0AEW4	cpdA	
G7631	P0C8K0	kbaZ	
G7723	P0AC00	frlB	
G7724	P45541	frlC	
G7726	P45543	frlD	
G7858	P39304	ulaD	
G7892	P0A9P9	idnO	
G7893	P39346	idnD	
G7920	P39371	nanM	
G7990		fruB	
G81	P0A8G3	uxaC	
G8210		srlA	
GB4478	Q6BF17	dgoD	
M004	P0AG07	rpe	
M006		darK	
M009	P0ABR5	hcaE	
M015	Q47140	hcaF	
EG10278	P21151	fadA	
EG10279	P21177	fadB	
EG11530	P69451	fadD	
EG11669	P76458	atoD	
EG11670	P76459	atoA	
EG11672	P76461	atoB	
EG12357	P38135	fadK	
G36	P42593	fadH	
G6105	Q47146	fadE	
G6205	P51020	mhpE	
G6244	P77712	fadM	
G7212	P77399	fadJ	
G7213	P76503	fadI	
M010	P77397	mhpA	
M011	P0ABR9	mhpB	
M012	P77044	mhpC	
M013	P77608	mhpD	
M014	P77580	mhpF	
EG10045	P0A962	ansA	
EG10046	P00805	ansB	
EG10091	P00963	asnA	
EG10092	P22106	asnB	
EG10096	P00509	aspC	
EG10249	P00926	dsdA	
EG10371		gcvH	
EG10408	P0A825	glyA	
EG10512	P0AB77	kbl	
EG10582	P00935	metB	
EG10701	P09373	pflB	
EG10800	P0ACP7	purR	
EG10801	P09546	putA	
EG10930	P16095	sdaA	
EG10990	P0AGF6	tdcB	
EG10993	P07913	tdh	
EG11005	P0A853	tnaA	
EG11407	P0A6J5	dadA	
EG11408	P29012	dadX	
EG11442	P27248	gcvT	
EG11623	P30744	sdaB	
EG11810	P33195	gcvP	
EG12407	P37595	iaaA	
EG13139	P46883	tynA	
G-5721	O85675	antC	
G-5722	O85673	antA	
G-5723	O85674	antB	
G-5761		kynB	
G-5762		kynA	
G-5763	Q84BZ0	andAa	
G-5764	Q84BZ1	andAb	
G-5767	Q84BZ3	andAc	
G-5768	Q84BZ2	andAd	
G-5781	Q59342	tnaA	
G-5783	P31014	tna1	
G-5821	P06617	iaaM	
G-5841	P06618	iaaH	
G-5861	P23234	ipdC	
G-5922	P0A2X0	tms2	
G-5923	P0A3V3	tms1	
G-5982	P71323	ipdC	
G-6201	P47096	BNA1	
G-6202	P43619	BNA6	
G-6203	Q05979	BNA5	
G-6204	P47125	BNA2	
G-6205	P47039	BNA3	
G6940	P76215	astE	
G6941	P76216	astB	
G6942	P76217	astD	
G6943	P0AE37	astA	
G6944	P77581	astC	
G7624	P42630	tdcG	
G7627	P42632	tdcE	
EG10036	P23883	puuC	
EG10635		nagE	
EG11558	P31552	caiC	
EG11822	P37906	puuB	
EG12423	P37610	tauD	
EG12608	P39206	caiE	
EG50006	P0AEJ6	eutB	
EG50007	P19636	eutC	
G-485	P54223	betA	
G-486	P54222	betB	
G-6441		PP0302	
G-6481	Q46337	soxA	
G-6482	P40875	soxB	
G-6483	Q46338	soxG	
G-6484	Q46336	soxD	
G-6485	Q9HZC6	gbt	
G-6501	Q9KJ22	AF216281	
G-6502	Q9KJ21	AF216282	
G-6503	Q9KJ20	AF216283	
G-6521	Q83WC4	AB094497	
G-6524		AB094498	
G-6603	Q7X2H8	codA	
G-6621	Q9HTJ2	betA	
G6644	P78061	puuA	
G6645	P76038	puuD	
G6646	P50457	puuE	
G7596	P42588	ygjG	
G7961	P80668	feaB	
G6782		ddpX	
EG11237	P13656	chiA	
G-7386		mca	
G-7402	O53430	mca	
EG10743	P05055	pnp	
EG10844		rhlB	
EG10856		rna	
EG10857		rnc	
EG10858	P09155	rnd	
EG10859	P21513	rne	
EG10860		rnhA	
EG10861		rnhB	
EG10862	P0A7Y8	rnpA	
EG10863	P03842	rph	
EG11259	P21499	rnr	
EG11547	P30014	rnt	
EG11620	P30850	rnb	
EG30069		rnpB	
G7175	P0A8V0	rbn	
G7365	P52129	rnlA	
EG10459		hsdR	
EG10574	P15005	mcrB	
EG10575	P15006	mcrC	
EG10651	P0A6C1	nfo	
EG10824	P08394	recB	
EG10825	P07648	recC	
EG10826	P04993	recD	
EG10827	P15032	recE	
EG10926		sbcB	
EG11062	P0A8F8	uvrB	
EG11063	P0A8G0	uvrC	
EG11072		xseA	
EG11073	P09030	xthA	
EG11098		xseB	
EG11336		endA	
EG11915		nfi	
EG10156		clpA	
EG10158		clpP	
EG10159		clpX	
EG10212		dcp	
EG10435		hflC	
EG10436		hflK	
EG10463	P0C0V0	degP	
EG10542		lon	
EG10673		ompT	
EG10694	P68767	pepA	
EG10695		pepD	
EG10696		pepN	
EG10697		pepP	
EG10698		pepQ	
EG10760		prc	
EG10786		ptrA	
EG10968	P08395	sppA	
EG11004		ptrB	
EG11112		aat	
EG11359		gspO	
EG11441		prlC	
EG11506		ftsH	
EG11549		pepT	
EG11920		pepE	
EG12310	P37095	pepB	
G-5485	P83788	kyn	
G-6543	Q8NQ09	sdaA	
G-7621	P22412	DPEP1	
G-7622	P15684	Anpep	
G-7721	Q96RQ3	MCCA	
G-7722	Q9HCC0	MCCB	
G-7745	P97608	Oplah	
G-8502	P83772	crn	
G-8503		crn	
G-8504	O66183	crnA	
G-8505		creA	
G-8521	O66182	creA	
G-8522	P40873	soxA	
G-8541	P32400	A17978	
G-8542		codA	
G-8723	O97438	CBK	
G-8724	Q27657	3527597	
G6452	P75820	amiD	
G6621	P76008	ldcA	
G6662	P0ACV6	mpaA	
G7248	P76524	ypdF	
G7682	P39099	degQ	
G7925	P39377	iadA	
EG12258	P37651	bcsZ	
G-4321	Q53688	treY	
G-4322	Q53641	treZ	
G-6065	Q7X5M3	glyA	
EG10337	P0AEW9	fruK	
EG10258	P0A6P9	eno	
EG10367	P0A9B2	gapA	
EG10702	P0A6T1	pgi	
EG10703	P0A799	pgk	
EG10803	P21599	pykA	
EG10804	P0AD61	pykF	
EG11015	P0A858	tpiA	
EG11699	P62707	gpmA	
EG12164	P0A7A2	ytjC	
G-3768		pyk	
G-6661	P00343	ldh	
G-6662	Q88VJ2	ldhD	
G-9857	P30792	PGAM-i	
G7129	P0A991	fbaB	
G-3206	Q9L9P7	zwf	
G-5301	P80859	gndA	
G6397	P52697	pgl	
EG10356	P0AC33	fumA	
EG10357	P14407	fumB	
EG10358	P05042	fumC	
EG10402	P0ABH7	gltA	
EG10489	P08200	icd	
EG10756	P00864	ppc	
EG10931	P0AC41	sdhA	
EG10932	P07014	sdhB	
EG10933	P69054	sdhC	
EG10934	P0AC44	sdhD	
EG10979	P0AFG3	sucA	
EG10980	P0AFG6	sucB	
EG10981	P0A836	sucC	
EG10982	P0AGE9	sucD	
EG11325	P25516	acnA	
EG12069	P33940	mqo	
HP0086	O24913	mqo	
HP0588	O25310	oorD	
HP0589	O25311	oorA	
HP0590	O25312	oorB	
HP0591	O25313	oorC	
HP0691	P56006	HP0691	
HP0692	P56007	HP0692	
EG10031	P0A9Q7	adhE	
EG10285	P07658	fdhF	
EG10330	P00363	frdA	
EG10331	P0AC47	frdB	
EG10332	P0A8Q0	frdC	
EG10333	P0A8Q3	frdD	
EG10475	P0AAK1	hycB	
EG10476	P16429	hycC	
EG10477	P16430	hycD	
EG10478	P16431	hycE	
EG10479	P16432	hycF	
EG10480	P16433	hycG	
EG11168	P05847	ttdA	
EG11169	P0AC35	ttdB	
EG50010	P25437	frmA	
G592	P52643	ldhA	
EG10178	P0ABJ1	cyoA	
EG10179	P0ABI8	cyoB	
EG10180	P0ABJ3	cyoC	
EG10181	P0ABJ6	cyoD	
EG10182	P0AEA5	cyoE	
EG10394	P13035	glpD	
EG10468	P69739	hyaA	
EG10469	P0ACD8	hyaB	
EG10470	P0AAM1	hyaC	
EG10649	P00393	ndh	
EG11044	P0AG03	ubiX	
EG11143	P17993	ubiG	
EG11324	P25534	ubiH	
EG11370	P0AGK1	ubiA	
EG11473	P0A887	ubiE	
EG11476	P0A6A0	ubiB	
EG11773	P0AFE8	nuoM	
EG11774	P31979	nuoF	
EG11963	P33232	lldD	
EG12082	P0AFC3	nuoA	
EG12083	P0AFC7	nuoB	
EG12084	P33599	nuoC	
EG12086	P0AFD1	nuoE	
EG12087	P33602	nuoG	
EG12088	P0AFD4	nuoH	
EG12089	P0AFD6	nuoI	
EG12090	P0AFE0	nuoJ	
EG12091	P0AFE4	nuoK	
EG12092	P33607	nuoL	
EG12093	P0AFF0	nuoN	
EG10232	P18775	dmsA	
EG10233	P18776	dmsB	
EG10234	P18777	dmsC	
EG10391	P0A9C0	glpA	
EG10392	P13033	glpB	
EG10393	P0A996	glpC	
EG10395	P0A6V5	glpE	
EG10579	P17109	menD	
EG10638	P09152	narG	
EG10639	P11349	narH	
EG10640	P11350	narI	
EG10644	P0AF32	narV	
EG10647	P19318	narY	
EG10648	P19319	narZ	
EG10653	P08201	nirB	
EG10655	P0A9I8	nirD	
EG11227	P24183	fdnG	
EG11228	P0AAJ3	fdnH	
EG11229	P0AEK7	fdnI	
EG11261	P17117	nfsA	
EG11368	P0ABU0	menB	
EG11532	P29208	menC	
EG11781		nrfA	
EG11800	P37180	hybB	
EG11801	P0ACE0	hybC	
EG11856	P0AEL0	fdoI	
EG11857	P0AAJ5	fdoH	
EG11858	P32176	fdoG	
EG11880	P32166	menA	
EG11945		nrfB	
EG11946		nrfC	
EG11947		nrfD	
EG12060	P0ABL5	napC	
EG12061	P0ABL3	napB	
EG12062	P33934	napH	
EG12064	P0AAL3	napG	
EG12067	P33937	napA	
EG12362	P38051	menF	
EG12437	P37353	menE	
G-3901		tceA	
G-3902		vcrA	
G-3903		vcrB	
G-3904		pceA	
G-3905		pceA	
G-3906		pceC	
G6775	P39451	adhP	
G7022	P46923	torZ	
G7023	P52005	torY	
G7554	P69741	hybO	
EG10098	P0ABB0	atpA	
EG10099	P0AB98	atpB	
EG10100	P0A6E6	atpC	
EG10101	P0ABB4	atpD	
EG10102	P68699	atpE	
EG10103	P0ABA0	atpF	
EG10104	P0ABA6	atpG	
EG10105	P0ABA4	atpH	
EG10257	P0ADF6	edd	
EG11799	P0AAJ8	hybA	
EG12656	P0AEY5	mdaB	
EG10173	P0ABJ9	cydA	
EG10174	P0ABK2	cydB	
EG11379	P26458	appB	
EG11380	P26459	appC	
EG11560	P60584	caiA	
G-8341	Q7WTU0	arrA	
G-8342	Q7WTT9	arrB	
G-8343	Q6WIG0	arrA	
G-8344		arrB	
G-8401	Q5Y818	arrA	
EG10172		cybB	
EG10334	P0AEN1	fre	
EG11328	P25528	fdx	
EG11492	P28304	qor	
EG50008		cybC	
G7413	Q46877	norV	
G-4281		treS	
G-4301		treS	
G-8726		2552184	
G-8729	Q9ULC6	PADI1	
G-8730	Q9Y2J8	PADI2	
G-8731	Q9ULW8	PADI3	
G-8732	Q9UM07	PADI4	
EG10372	P00370	gdhA	
EG10403	P09831	gltB	
EG10404	P09832	gltD	
G6455	P75823	ltaE	
EG10944	P0A9T0	serA	
EG10945	P0AGB0	serB	
EG10946	P23721	serC	
EG10184	P0A9F3	cysB	
EG10187	P0A9D4	cysE	
EG10192	P0ABK5	cysK	
EG10193	P16703	cysM	
EG10079	P0AB91	aroG	
EG10707	P0A9J8	pheA	
EG11039	P07023	tyrA	
EG11040	P04693	tyrB	
EG10080	P00887	aroH	
EG11024	P0A877	trpA	
EG11025	P0A879	trpB	
EG11026	P00909	trpC	
EG11027	P00904	trpD	
EG11028	P00895	trpE	
G-233	P50908	trpA	
G-234	P50909	trpB1	
G-2603	Q9WZ09	trpB2	
G-2621	Q9YGA9	trpA	
G-2622	Q9YGB0	trpB	
G-2641	Q9YGB5	trpC	
G-2662	Q06121	trpC	
G-2663	Q06128	trpE	
G-2664	Q06129	trpG	
EG10444	P10371	hisA	
EG10445	P06987	hisB	
EG10446	P06986	hisC	
EG10447	P06988	hisD	
EG10448	P60664	hisF	
EG10449	P60757	hisG	
EG10450	P60595	hisH	
EG10451	P06989	hisI	
EG10001	P0A6B4	alr	
EG10107	P09053	avtA	
EG10497	P0AB80	ilvE	
G0-9281		alaB	
G7184	P0A959	alaA	
G7242	P77434	alaC	
EG10493	P04968	ilvA	
EG10494	P08142	ilvB	
EG10495	P05793	ilvC	
EG10496	P05791	ilvD	
EG10499	P00894	ilvH	
EG10500	P00893	ilvI	
EG10501	P0ADG1	ilvM	
EG10502	P0ADF8	ilvN	
G7038	P76316	dcyD	
EG11226	P09151	leuA	
EG11575	P30126	leuD	
EG11576	P0A6A6	leuC	
EG11577	P30125	leuB	
EG10383	P0A9C5	glnA	
EG10384		glnB	
EG11411		glnD	
EG10073	P0A6D3	aroA	
EG10074	P07639	aroB	
EG10075	P12008	aroC	
EG10076	P05194	aroD	
EG10077	P15770	aroE	
EG10078	P00888	aroF	
EG10081	P0A6D7	aroK	
EG10082	P0A6E1	aroL	
EG11234	P0A6D5	ydiB	
EG10088	P0A9Q9	asd	
EG10550	P08660	lysC	
EG10590	P00562	metL	
EG10998	P00561	thrA	
EG10063	P0A6C5	argA	
EG10064	P0A6C8	argB	
EG10065	P11446	argC	
EG10066	P18335	argD	
EG10067	P06960	argF	
EG10068	P0A6E4	argG	
EG10069	P04391	argI	
EG10134	P0A6F1	carA	
EG10135	P00968	carB	
EG11223	P11447	argH	
EG11286	P23908	argE	
EG10767	P07004	proA	
EG10768	P0A7B5	proB	
EG10769	P0A9L8	proC	
EG10095	P0AC38	aspA	
EG10205	P0A6L2	dapA	
EG10206	P04036	dapB	
EG10207	P0A9D8	dapD	
EG10208	P0AED7	dapE	
EG10209	P0A6K1	dapF	
EG10549	P00861	lysA	
G-4881		dapF	
G-4921	P44514	dapE	
G-4941		dapB	
G-4942	P19808	dapA	
G-4943	P40110	dapB	
G-4961	P26512	lysC&alpha;	
G-4962	P26512	lysC&beta;	
G-5001	Q9ZEX3	dapC	
G-5061	P08495	lysC&alpha;	
G-5062	P08495	lysC&beta;	
G-5063	P94417	yclM	
G-5064	Q04797	asd	
G-5065	Q62UX2	dapA	
G-5068	P42976	dapB	
G-5082		ykuQ	
G-5083		patA	
G-5084		ykuR	
G-5086		dapF	
G-5087	Q9KWR0	dapdh	
G-5101	P04964	ddh	
G-5202	O87198	hcs	
G-5203	Q9ZNE0	lysT	
G-5204	Q9ZND9	lysU	
G-5205	Q5SIJ1	hicdh	
G-5206	Q5SL82	lysN	
G-5207		lysX	
G-5208		lysZ	
G-5221	Q93R93	lysJ	
G-5222	Q8VUS5	lysK	
G-5281		lysZ	
G-5282	O50146	lysY	
EG10999	P00547	thrB	
EG11000	P00934	thrC	
EG10581	P07623	metA	
EG10583	P06721	metC	
EG10584	P25665	metE	
